id,label,type,title,tags,score,recommendation,evidence_level,workflow_stage,review_type,tracking_status,partnership_type
source::https_alsnewstoday.com_news_phase-1-testing-ndc-011-dual-combination-al_c85f55a0,NDC-011 ALS preclinical/IND report,source,Source__NDC-011_ALS_preclinical_IND_report,pipeline/source;source/disease_news,,,E0,,,,
asset::dg-als-t1,DG-ALS-T1,asset,Asset__DG-ALS-T1,pipeline/asset;theme/unknown,1,Do not run Full Scout,E0,,,,
review::deargen_dg-als-t1,Fast Triage — DG-ALS-T1,review,Review__Deargen_DG-ALS-T1,pipeline/review;workflow/fast_triage,1,Do not run Full Scout,E0,Fast Triage,Fast Triage,,
company::deargen,Deargen,company,Company__Deargen,pipeline/company,,,,,,,
indication::nervous_system_diseases;_specific_indication_unconfirmed,Nervous system diseases; specific indication unconfirmed,indication,Indication__Nervous_system_diseases;_specific_indication_unconfirmed,pipeline/indication,,,,,,,
scorecard::deargen_dg-als-t1,Scorecard - DG-ALS-T1,scorecard,Scorecard__DG-ALS-T1__Deargen_DG-ALS-T1,pipeline/scorecard,1,Do not run Full Scout,E0,,,,
source::https_synapse.patsnap.com_drug_da0a312c0e4b4386b57e1bed0f7c5a17,DG-ALS-T1 current drug profile,source,Source__DG-ALS-T1_current_drug_profile,pipeline/source;source/other,,,E0,,,,
source::https_www.preqin.com_data_profile_asset_deargen-inc-_469138,Deargen company/program profile,source,Source__Deargen_company_program_profile,pipeline/source;source/company_database,,,E0,,,,
asset::bey4101a,BEY4101A,asset,Asset__BEY4101A,pipeline/asset;theme/unknown,2,Do not run Full Scout,E0,,,,
review::beyondbio_bey4101a,Fast Triage — BEY4101A,review,Review__BeyondBio_BEY4101A,pipeline/review;workflow/fast_triage,2,Do not run Full Scout,E0,Fast Triage,Fast Triage,,
company::beyondbio,BeyondBio,company,Company__BeyondBio,pipeline/company,,,,,,,
scorecard::beyondbio_bey4101a,Scorecard - BEY4101A,scorecard,Scorecard__BEY4101A__BeyondBio_BEY4101A,pipeline/scorecard,2,Do not run Full Scout,E0,,,,
source::https_www.beyondbio.co.kr_eng_sub_sub3_01.php,BeyondBio current pipeline,source,Source__BeyondBio_current_pipeline,pipeline/source;source/other,,,E0,,,,
source::https_synapse.patsnap.com_organization_2a5ca156d4cdacea745e83fd4df13640,Synapse BeyondBio pipeline profile,source,Source__Synapse_BeyondBio_pipeline_profile,pipeline/source;source/industry_database,,,E0,,,,
asset::sjp1801,SJP1801,asset,Asset__SJP1801,pipeline/asset;theme/unknown,2,Do not run Full Scout,E0,,,,
review::samjin_pharmaceutical_sjp1801,Fast Triage — SJP1801,review,Review__Samjin_Pharmaceutical_SJP1801,pipeline/review;workflow/fast_triage,2,Do not run Full Scout,E0,Fast Triage,Fast Triage,,
company::samjin_pharmaceutical,Samjin Pharmaceutical,company,Company__Samjin_Pharmaceutical,pipeline/company,,,,,,,
indication::dementia;_parkinson's_disease,Dementia; Parkinson's disease,indication,Indication__Dementia;_Parkinson's_disease,pipeline/indication,,,,,,,
scorecard::samjin_pharmaceutical_sjp1801,Scorecard - SJP1801,scorecard,Scorecard__SJP1801__Samjin_Pharmaceutical_SJP1801,pipeline/scorecard,2,Do not run Full Scout,E0,,,,
source::https_kind.krx.co.kr_external_2025_03_13_002010_20250313004581_11011.htm,Samjin Pharmaceutical KRX filing,source,Source__Samjin_Pharmaceutical_KRX_filing,pipeline/source;source/other,,,E0,,,,
asset::as-s701_as-701,AS-S701 / AS-701,asset,Asset__AS-S701_AS-701,pipeline/asset;theme/protein_homeostasis,4,Do not run Full Scout,E0,,,,
review::amyloid_solution_as-s701_as-701,Fast Triage — AS-S701 / AS-701,review,Review__Amyloid_Solution_AS-S701_AS-701,pipeline/review;workflow/fast_triage,4,Do not run Full Scout,E0,Fast Triage,Fast Triage,,
company::amyloid_solution,Amyloid Solution,company,Company__Amyloid_Solution,pipeline/company,,,,,,,
target::aβ_app_and_tau_aggregates,Aβ/APP and tau aggregates,target,Target__Aβ_APP_and_tau_aggregates,pipeline/target,,,,,,,
moa::aβ_disaggregation_aggregate-directed_mechanism,Aβ disaggregation / aggregate-directed mechanism,moa,MoA__Aβ_disaggregation_aggregate-directed_mechanism,pipeline/moa,,,,,,,
scorecard::amyloid_solution_as-s701_as-701,Scorecard - AS-S701 / AS-701,scorecard,Scorecard__AS-S701_AS-701__Amyloid_Solution_AS-S701_AS-701,pipeline/scorecard,4,Do not run Full Scout,E0,,,,
source::https_bioagora.khidi.or.kr_mps_startupcompany_view_menuid=menu00300&use_fff7b831,KHIDI BioAgora Amyloid Solution profile,source,Source__KHIDI_BioAgora_Amyloid_Solution_profile,pipeline/source;source/other,,,E0,,,,
source::https_synapse.zhihuiya.com_drug_c0f1b272885049559150beb07e3ef128,Synapse AS-701 profile,source,Source__Synapse_AS-701_profile,pipeline/source;source/industry_database,,,E0,,,,
asset::as-m801,AS-M801,asset,Asset__AS-M801,pipeline/asset;theme/neuroimmune,4,Do not run Full Scout,E0,,,,
review::amyloid_solution_as-m801,Fast Triage — AS-M801,review,Review__Amyloid_Solution_AS-M801,pipeline/review;workflow/fast_triage,4,Do not run Full Scout,E0,Fast Triage,Fast Triage,,
target::tlr2,TLR2,target,Target__TLR2,pipeline/target,,,,,,,
moa::tlr2_antagonistic_antibody;_microglial_phagocytosis_modulation,TLR2 antagonistic antibody; microglial phagocytosis modulation,moa,MoA__TLR2_antagonistic_antibody;_microglial_phagocytosis_modulation,pipeline/moa,,,,,,,
indication::alzheimer's_disease;_parkinson's_disease,Alzheimer's disease; Parkinson's disease,indication,Indication__Alzheimer's_disease;_Parkinson's_disease,pipeline/indication,,,,,,,
scorecard::amyloid_solution_as-m801,Scorecard - AS-M801,scorecard,Scorecard__AS-M801__Amyloid_Solution_AS-M801,pipeline/scorecard,4,Do not run Full Scout,E0,,,,
source::https_m.biospectator.com_view_news_view.php_varatcid=16199,BioSpectator AS-M801 article,source,Source__BioSpectator_AS-M801_article,pipeline/source;source/reputable_biotech_news,,,E0,,,,
asset::ar1002,AR1002,asset,Asset__AR1002,pipeline/asset;theme/unknown,0,Verify asset identity,E0,,,,
review::aribio_ar1002,Fast Triage — AR1002,review,Review__AriBio_AR1002,pipeline/review;workflow/fast_triage,0,Verify asset identity,E0,Fast Triage,Fast Triage,,
scorecard::aribio_ar1002,Scorecard - AR1002,scorecard,Scorecard__AR1002__AriBio_AR1002,pipeline/scorecard,0,Verify asset identity,E0,,,,
asset::1st-103_(nly02),1ST-103 (NLY02),asset,Asset__1ST-103_(NLY02),pipeline/asset;theme/neuroimmune,7,Run Full Scout,E0,,,,
review::1st_biotherapeutics_1st-103_(nly02),Fast Triage — 1ST-103 (NLY02),review,Review__1ST_Biotherapeutics_1ST-103_(NLY02),pipeline/review;workflow/fast_triage,7,Run Full Scout,E0,Fast Triage,Fast Triage,,
company::1st_biotherapeutics,1ST Biotherapeutics,company,Company__1ST_Biotherapeutics,pipeline/company,,,,,,,
moa::ripk2_inhibitor,RIPK2 inhibitor,moa,MoA__RIPK2_inhibitor,pipeline/moa,,,,,,,
indication::parkinson's_disease;_alzheimer's_disease;_multiple_sclerosis_neuroinfla_dc2a50e6,Parkinson's disease; Alzheimer's disease; Multiple sclerosis / neuroinflammatory disease,indication,Indication__Parkinson's_disease;_Alzheimer's_disease;_Multiple_sclerosis_neuroinfla_dc2a50e6,pipeline/indication,,,,,,,
scorecard::1st_biotherapeutics_1st-103_(nly02),Scorecard - 1ST-103 (NLY02),scorecard,Scorecard__1ST-103_(NLY02)__1ST_Biotherapeutics_1ST-103_(NLY02),pipeline/scorecard,7,Run Full Scout,E0,,,,
source::https_kind.krx.co.kr_external_dst_irreference_18082_%5b%eb%94%94%ec%95%_c66f44d5,D&D Pharmatech 2026 IR,source,Source__D&D_Pharmatech_2026_IR,pipeline/source;source/regulatory_filing,,,E0,,,,
asset::acl-513_(ckd-513),ACL-513 (CKD-513),asset,Asset__ACL-513_(CKD-513),pipeline/asset;theme/unknown,2,Do not run Full Scout,E0,,,,
review::chong_kun_dang_acl-513_(ckd-513),Fast Triage — ACL-513 (CKD-513),review,Review__Chong_Kun_Dang_ACL-513_(CKD-513),pipeline/review;workflow/fast_triage,2,Do not run Full Scout,E0,Fast Triage,Fast Triage,,
company::chong_kun_dang,Chong Kun Dang,company,Company__Chong_Kun_Dang,pipeline/company,,,,,,,
target::hdac6,HDAC6,target,Target__HDAC6,pipeline/target,,,,,,,
moa::hdac6_inhibitor,HDAC6 inhibitor,moa,MoA__HDAC6_inhibitor,pipeline/moa,,,,,,,
indication::neurological_disease,Neurological disease,indication,Indication__Neurological_disease,pipeline/indication,,,,,,,
scorecard::chong_kun_dang_acl-513_(ckd-513),Scorecard - ACL-513 (CKD-513),scorecard,Scorecard__ACL-513_(CKD-513)__Chong_Kun_Dang_ACL-513_(CKD-513),pipeline/scorecard,2,Do not run Full Scout,E0,,,,
source::https_www.ckdpharm.com_en_research_project.do,Chong Kun Dang current R&D pipeline,source,Source__Chong_Kun_Dang_current_R&D_pipeline,pipeline/source;source/other,,,E0,,,,
asset::snr1611,SNR1611,asset,Asset__SNR1611,pipeline/asset;theme/others,5,Run Full Scout,E0,,,,
review::genuv_snr1611,Fast Triage — SNR1611,review,Review__GENUV_SNR1611,pipeline/review;workflow/fast_triage,5,Run Full Scout,E0,Fast Triage,Fast Triage,,
company::genuv,GENUV,company,Company__GENUV,pipeline/company,,,,,,,
target::mek1_2,MEK1/2,target,Target__MEK1_2,pipeline/target,,,,,,,
moa::mek1_2_inhibitor;_neuroprotective_neuroregenerative_program,MEK1/2 inhibitor; neuroprotective/neuroregenerative program,moa,MoA__MEK1_2_inhibitor;_neuroprotective_neuroregenerative_program,pipeline/moa,,,,,,,
indication::amyotrophic_lateral_sclerosis;_alzheimer's_disease,Amyotrophic lateral sclerosis; Alzheimer's disease,indication,Indication__Amyotrophic_lateral_sclerosis;_Alzheimer's_disease,pipeline/indication,,,,,,,
scorecard::genuv_snr1611,Scorecard - SNR1611,scorecard,Scorecard__SNR1611__GENUV_SNR1611,pipeline/scorecard,5,Run Full Scout,E0,,,,
source::https_genuv.com_pipeline_pipeline-en,GENUV current pipeline,source,Source__GENUV_current_pipeline,pipeline/source;source/other,,,E0,,,,
source::https_genuv.com_tech_platform01-en,GENUV SNR platform page,source,Source__GENUV_SNR_platform_page,pipeline/source;source/official_company,,,E0,,,,
asset::as-301,AS-301,asset,Asset__AS-301,pipeline/asset;theme/unknown,4,Do not run Full Scout,E0,,,,
review::amyloid_solution_as-301,Fast Triage — AS-301,review,Review__Amyloid_Solution_AS-301,pipeline/review;workflow/fast_triage,4,Do not run Full Scout,E0,Fast Triage,Fast Triage,,
moa::tau_inhibitor,TAU inhibitor,moa,MoA__TAU_inhibitor,pipeline/moa,,,,,,,
scorecard::amyloid_solution_as-301,Scorecard - AS-301,scorecard,Scorecard__AS-301__Amyloid_Solution_AS-301,pipeline/scorecard,4,Do not run Full Scout,E0,,,,
source::https_synapse.patsnap.com_drug_b5030398be0c470ea07ac49251fde808,Synapse AS-301 profile,source,Source__Synapse_AS-301_profile,pipeline/source;source/other,,,E0,,,,
asset::yhc2133,YHC2133,asset,Asset__YHC2133,pipeline/asset;theme/neuroimmune,3,Do not run Full Scout,E0,,,,
review::yuhan_yhc2133,Fast Triage — YHC2133,review,Review__Yuhan_YHC2133,pipeline/review;workflow/fast_triage,3,Do not run Full Scout,E0,Fast Triage,Fast Triage,,
company::yuhan,Yuhan,company,Company__Yuhan,pipeline/company,,,,,,,
moa::immune-response_modulation_against_cns_disease-causing_factor,Immune-response modulation against CNS disease-causing factor,moa,MoA__Immune-response_modulation_against_CNS_disease-causing_factor,pipeline/moa,,,,,,,
scorecard::yuhan_yhc2133,Scorecard - YHC2133,scorecard,Scorecard__YHC2133__Yuhan_YHC2133,pipeline/scorecard,3,Do not run Full Scout,E0,,,,
source::https_yuhan.co.kr_research_pipeline_top=y,Yuhan current R&D pipeline,source,Source__Yuhan_current_R&D_pipeline,pipeline/source;source/other,,,E0,,,,
source::https_kind.krx.co.kr_external_2024_06_28_001185_20240628002143_%ec%9c%a_36f8355b,Yuhan 2023-2024 sustainability report,source,Source__Yuhan_2023-2024_sustainability_report,pipeline/source;source/regulatory_filing,,,E0,,,,
"asset::intractable_brain_diseases_therapy,_dong-ast","intractable brain diseases therapy, Dong-AST",asset,"Asset__intractable_brain_diseases_therapy,_Dong-AST",pipeline/asset;theme/unknown,0,Verify asset identity,E0,,,,
"review::dong-a_st_intractable_brain_diseases_therapy,_dong-ast","Fast Triage — intractable brain diseases therapy, Dong-AST",review,"Review__Dong-A_ST_intractable_brain_diseases_therapy,_Dong-AST",pipeline/review;workflow/fast_triage,0,Verify asset identity,E0,Fast Triage,Fast Triage,,
company::dong-a_st,Dong-A ST,company,Company__Dong-A_ST,pipeline/company,,,,,,,
"scorecard::dong-a_st_intractable_brain_diseases_therapy,_dong-ast","Scorecard - intractable brain diseases therapy, Dong-AST",scorecard,"Scorecard__intractable_brain_diseases_therapy,_Dong-AST__Dong-A_ST_intractable_brain_diseases_therapy,_Dong-AST",pipeline/scorecard,0,Verify asset identity,E0,,,,
source::https_www.asiae.co.kr_en_article_2025082209351631429,Dong-A ST/Gradient brain-disease collaboration report,source,Source__Dong-A_ST_Gradient_brain-disease_collaboration_report,pipeline/source;source/other,,,E0,,,,
asset::lb-p4,LB-P4,asset,Asset__LB-P4,pipeline/asset;theme/unknown,4,Do not run Full Scout,E0,,,,
review::liscure_biosciences_lb-p4,Fast Triage — LB-P4,review,Review__LISCure_Biosciences_LB-P4,pipeline/review;workflow/fast_triage,4,Do not run Full Scout,E0,Fast Triage,Fast Triage,,
company::liscure_biosciences,LISCure Biosciences,company,Company__LISCure_Biosciences,pipeline/company,,,,,,,
moa::microbiome_microbial-metabolite_based_cns_modulation,Microbiome/microbial-metabolite based CNS modulation,moa,MoA__Microbiome_microbial-metabolite_based_CNS_modulation,pipeline/moa,,,,,,,
scorecard::liscure_biosciences_lb-p4,Scorecard - LB-P4,scorecard,Scorecard__LB-P4__LISCure_Biosciences_LB-P4,pipeline/scorecard,4,Do not run Full Scout,E0,,,,
source::https_www.liscure.bio_kr,LISCure current website,source,Source__LISCure_current_website,pipeline/source;source/other,,,E0,,,,
source::https_www.liscure.bio_kr_board_board.php_bo_table=pr_kr&idx=22&pg=2,LISCure LB-P4 PR,source,Source__LISCure_LB-P4_PR,pipeline/source;source/official_company,,,E0,,,,
asset::srn-008,SRN-008,asset,Asset__SRN-008,pipeline/asset;theme/protein_homeostasis,7,Run Full Scout,E0,,,,
review::sirnagen_therapeutics_srn-008,Fast Triage — SRN-008,review,Review__siRNAgen_Therapeutics_SRN-008,pipeline/review;workflow/fast_triage,7,Run Full Scout,E0,Fast Triage,Fast Triage,,
company::sirnagen_therapeutics,siRNAgen Therapeutics,company,Company__siRNAgen_Therapeutics,pipeline/company,,,,,,,
target::bace1;_mapt,BACE1; MAPT,target,Target__BACE1;_MAPT,pipeline/target,,,,,,,
moa::dual_rnai_knockdown_using_glut-samirna,Dual RNAi knockdown using Glut-SAMiRNA,moa,MoA__Dual_RNAi_knockdown_using_Glut-SAMiRNA,pipeline/moa,,,,,,,
scorecard::sirnagen_therapeutics_srn-008,Scorecard - SRN-008,scorecard,Scorecard__SRN-008__siRNAgen_Therapeutics_SRN-008,pipeline/scorecard,7,Run Full Scout,E0,,,,
source::https_patents.google.com_patent_wo2023230099a1_en,SRN-008 patent WO2023230099A1,source,Source__SRN-008_patent_WO2023230099A1,pipeline/source;source/other,,,E0,,,,
source::https_synapse.patsnap.com_drug_afca8d6ee9bdac05ac98a2d4015dca48,Synapse SRN-008 profile,source,Source__Synapse_SRN-008_profile,pipeline/source;source/industry_database,,,E0,,,,
asset::isu203,ISU203,asset,Asset__ISU203,pipeline/asset;theme/neuroimmune,8,Run Full Scout,E0,,,,
review::isu_abxis_isu203,Fast Triage — ISU203,review,Review__ISU_ABXIS_ISU203,pipeline/review;workflow/fast_triage,8,Run Full Scout,E0,Fast Triage,Fast Triage,,
company::isu_abxis,ISU ABXIS,company,Company__ISU_ABXIS,pipeline/company,,,,,,,
target::acid_sphingomyelinase_(asm),Acid sphingomyelinase (ASM),target,Target__Acid_sphingomyelinase_(ASM),pipeline/target,,,,,,,
moa::anti-asm_monoclonal_antibody;_neuroinflammation_suppression_and_aβ_plaq_f45e0bc1,Anti-ASM monoclonal antibody; neuroinflammation suppression and Aβ plaque clearance,moa,MoA__Anti-ASM_monoclonal_antibody;_neuroinflammation_suppression_and_Aβ_plaq_f45e0bc1,pipeline/moa,,,,,,,
scorecard::isu_abxis_isu203,Scorecard - ISU203,scorecard,Scorecard__ISU203__ISU_ABXIS_ISU203,pipeline/scorecard,8,Run Full Scout,E0,,,,
source::https_www.abxis.com_kor_public_getprc1001view.do_idx=189,ISU ABXIS ISU203 company update,source,Source__ISU_ABXIS_ISU203_company_update,pipeline/source;source/other,,,E0,,,,
source::https_alz-journals.onlinelibrary.wiley.com_doi_abs_10.1002_alz.082288,Alzheimer's & Dementia ISU203 abstract,source,Source__Alzheimer's_&_Dementia_ISU203_abstract,pipeline/source;source/peer_reviewed,,,E0,,,,
source::https_kind.krx.co.kr_external_dst_irreference_17132_ir%20book_2q2025_is_3637e59f,ISU ABXIS 2Q2025 IR,source,Source__ISU_ABXIS_2Q2025_IR,pipeline/source;source/regulatory_filing,,,E0,,,,
review::kyungpook_national_university_isu_abxis_isu203,Fast Triage — ISU203,review,Review__Kyungpook_National_University_ISU_ABXIS_ISU203,pipeline/review;workflow/fast_triage,8,Run Full Scout,E0,Fast Triage,Fast Triage,,
company::kyungpook_national_university_isu_abxis,Kyungpook National University / ISU ABXIS,company,Company__Kyungpook_National_University_ISU_ABXIS,pipeline/company,,,,,,,
scorecard::kyungpook_national_university_isu_abxis_isu203,Scorecard - ISU203,scorecard,Scorecard__ISU203__Kyungpook_National_University_ISU_ABXIS_ISU203,pipeline/scorecard,8,Run Full Scout,E0,,,,
asset::ab-12_(iv),AB-12 (IV),asset,Asset__AB-12_(IV),pipeline/asset;theme/protein_homeostasis,8,Run Full Scout,E0,,,,
review::autotac_bio_ab-12_(iv),Fast Triage — AB-12 (IV),review,Review__AUTOTAC_Bio_AB-12_(IV),pipeline/review;workflow/fast_triage,8,Run Full Scout,E0,Fast Triage,Fast Triage,,
company::autotac_bio,AUTOTAC Bio,company,Company__AUTOTAC_Bio,pipeline/company,,,,,,,
target::tau_oligomers_aggregates,Tau oligomers/aggregates,target,Target__Tau_oligomers_aggregates,pipeline/target,,,,,,,
moa::autotac-mediated_tau_aggregate_degradation,AUTOTAC-mediated tau aggregate degradation,moa,MoA__AUTOTAC-mediated_tau_aggregate_degradation,pipeline/moa,,,,,,,
scorecard::autotac_bio_ab-12_(iv),Scorecard - AB-12 (IV),scorecard,Scorecard__AB-12_(IV)__AUTOTAC_Bio_AB-12_(IV),pipeline/scorecard,8,Run Full Scout,E0,,,,
source::https_adisinsight.springer.com_drugs_800079209,AdisInsight AB-12 profile,source,Source__AdisInsight_AB-12_profile,pipeline/source;source/industry_database,,,E0,,,,
asset::alzheimer's_disease_vaccine_(padivax+),Alzheimer's disease vaccine (PADIVAX+),asset,Asset__Alzheimer's_disease_vaccine_(PADIVAX+),pipeline/asset;theme/protein_homeostasis,5,Do not run Full Scout,E0,,,,
review::eubiologics_alzheimer's_disease_vaccine_(padivax+),Fast Triage — Alzheimer's disease vaccine (PADIVAX+),review,Review__EuBiologics_Alzheimer's_disease_vaccine_(PADIVAX+),pipeline/review;workflow/fast_triage,5,Do not run Full Scout,E0,Fast Triage,Fast Triage,,
